,content,rating,location
20025,"[""When deciding which hotel to stay in Macau, my wife and I went through the various pictures and reviews. The pictures of The Venetian did not look that great, but I realized why now that I've been there... and it is because they used yellow in their decor, and warm lighting, and that makes everything look yellow... so, don't let the pictures discourage you from staying here. The rooms are great! Big! There is a huge bathroom with a room for the toilet bowl itself. The full range of amenities are provided. There is the bedroom area, and then a whole living room. There is one TV in the bedroom, and one more in the living room. There is also a multi-function printer/fax/copy machine in the room.  In terms of the sleep quality, I found the pillows way to soft for me, but other than"", '_']",40,Singapore527 contributions130 helpful votes
5007,"['What a great way to end my weeklong birthday bash with an array of seafoods at the Feast, Sheraton Grand Macao Hotel. Its signature Crab Bash, either in curry or eggyolk sauce, is great for hearty eaters! Special thanks to the staff, especially Paul and Keiman, for making my and my friends_ dining experience a real __east_.']",40,6 contributions
9668,"['The room is spacious, particularly the bathroom. The dinner buffet is really value for money and they also allocate a very good table for us after knowing the party has elderly and a toddler. The water park facilities are also very fun.']",50,3 contributions
10206,"['I\'ve stayed at The Bellagio, The Encore, The Venetian, The Palazzo, Caesar\'s Palace and nothing comes close to the level of service and more importantly the facilities offered at The JW Marriott in Cotai, Macau.  If you you are a Marriott Rewards member you must stay here, even if you\'ve booked in through Expedia or some other travel web site, all you have to do is show your Marriott Gold Rewards card and you\'ll be upgraded. In my case they upgraded me from a plain jane entry level too to an Executive Suite which must have been about 1000 sq ft with a walk in closet and a heated toilet seat in the master bedroom. Their Executive Suites come with 24 hour access to food and drink (including alcoholic drinks).  Their so called ""Continental Breakfast"" includes made to order eggs and', '_']",50,"Richmond, Canada107 contributions15 helpful votes"
4692,"[""We arrived at the lobby at the same time where everybody was checkin in.  The lobby was packed with tourists and just looking at it will overwhelm you considering we're traveling with 2 kids.  You start thinking when will we ever get to our room quick coz we're tired.  Luckily this hotel has a separate check-in counter for guests with kids and disabled and we were escorted there quickly, there were also lines in and while my wife was in the line there's an Usherette who I have spoken to and gave me very helpful informations about the hotel and, how to maximize our limited time in Macau, her name was Sheena Peralta, she took the time to answer our questions and even gave us a map of the city with clear, detailed directions on how to get there.  She has a calm demeanor that makes"", '_']",50,7 contributions1 helpful vote
5073,"[""This place is FANTASTIC .We had four people in our party and everyone was extremely happy with this hotel.The moment we walked in the door we had people greeting us and being helpful.The  person at the front desk Manli Zhen was great at answering our questions.We ate in this hotel many times .They have a a wonderful buffet many choices for breakfast and dinner is also great. We made our reservation on Aarp Expedia which offered a meal up grade worth ever penny.Our room was large comfortable and clean .The Casino was fun and the shopping was beyond belief so many choices.This was my first time at Sheraton it is my sisters favorite place to stay when traveling . My husband and I are now big fans also.The staff will make sure you are happy all you have to do is ask if they can't"", '_']",50,7 contributions1 helpful vote
4708,['Me and my famÃ­lia stayed in the hotel for 23 nights and I want to share our amazing experience specially on the pool. All the people was friendly specially MÃ­sha. She treat my daughter so well and always ready to help us.'],50,4 contributions
10422,"['_°é_ ___ å®¢æ_ ___ good good good. _¶æ__¨å__°ç__ check in _ Steven ___ç´°å_ï¼__äº_¨¼ä»¶å_å¿½ç_è·__èª_ä¸_ Happy birthday, ä»¤æ_______é©____å¿__ront desk ____¹«å®_ººcheck in __°¡__ ____½åè§____ Galaxy ____________ç¾___ JW ____ birthday cake__. How wonderful day !__']",50,"Hong Kong, China2 contributions1 helpful vote"
20265,"[""i stayed there with family for three nights.The suites are simply superb!I was given a free upgrade from a Royal Suite to the next higher traveling with my wife and son-this room had two king beds. The rooms are symbolic of opulent luxury. Cleanliness and maintenance is simply the best. But the trouble starts moment you step out of the room the other areas. Crowded like a peak hours railway station!Moment you go out for food or shopping the entire fun of the stay evaporates. Morevover all locations are so far away from each other that one's feet develops serious ache by walking from one end to another. The distances warrant walkators or battery operated rides or any other such help to reduce walking torture(!)We went to see the Ice Exhibition and had to walk for such long"", '_']",40,"Guwahati, India5 contributions3 helpful votes"
16928,"[""stayed here for two nights and this was amongst the best stays i ever had. check in was quick. they brief you every aspect of the hotel with patience and resolve all your queries even on call. Once you have logged in your info with them one is never required to repeat the room details or personal details. rooms are big and spacious. its luxury spot on. the property is very big and even two days were less. they also host various events. like when we ere there, dreamworks ice world was there and we thoroughly enjoyed it. with so many brands for shopping and food we never ever stepped out of hotel except visiting other connected hotels which are holiday inn, parisian and four seasons. the indian hotel's food is amazing. better than some places in India. Buffet breakfast was so so.."", '_']",50,"New Delhi, India23 contributions10 helpful votes"
18010,"[""Free Shuttle Bus Services. Hotel was beautiful inside and out.  Suite room is very big, luxurious interior and comfortable but a little bit old. Large shopping mall and casino.  My friendly is their Diamond member, the check-in is faster and got free wifi. Breakfast in room also quite good. However, if you want to found a relax hotel, don't go to Macao.""]",40,77 contributions16 helpful votes
13971,['We booked a Junior Suite to celebrate our 1st wedding anniversary. Thanks Sofitel we got upgraded to Suite and we had a lovely honeymoon setting inside the room.  We had a private time in the Club Lounge for the evening cocktail and breakfast on the next day. Special thanks to Rainbow for all the arrangements for our memorable experience and other staff who have contributed to the honeymoon setting.'],50,"Hong Kong, China4 contributions"
3832,"['I stayed here one night on a business trip. Booked into the club level.  Checkin and out: Fast, efficient and friendly.  Room: Very good design, fantastic beds. Quiet. Loved it.  Club lounge: One of the best I have ever been. Very good quality food, nice selection of wines. They offer them only for a few hours... Club team: Very friendly, more a friend experience than a service one.  Location: Close to the ferry terminal. Fine for business.  Overall: Very good hotel, good value, very good service. Will come again']",50,"Shenzhen, China163 contributions58 helpful votes"
5856,"['we come visit macao 2 yrs before when we are newly wedding, as this restaurant is memorable to us and one of our favorite i can say, and we come back as my wife is craving for the mushroom risotto but apparently they change there menu, glad we meet and served by Candy who help us very kind and professional. as my wife very happy and our little one inside, will definitely come back and hope to see same faces again.']",50,"Incheon, South Korea1 contribution"
16471,"['Absolutely no need to ever leave the building. The Venetian is a holiday on its own, from the opulent foyer to elegantly decorated rooms, with everything you could possibly need. Comfortable beds and fluffy towels etc made our stay feel like home.  The housekeeping staff were like fairies, came in when we were out and performed their magic.  Everything was on point , no need to ever have to ask for anything.   Well done Housekeeping team and the Venetian ']",50,"Surfers Paradise, Australia12 contributions4 helpful votes"
15306,"['We stayed one night in Star Tower Premier King, the room was spacious with sophisticated dÃ©cor. Our room was facing the outdoor swimming pool and we enjoyed a beautiful sunset moment !  The room was clean and tidy, the amenities are all there, almost you name it, they have it ! They even prepared man size and woman size slippers, housekeeping did a great job !  We received a note and a tasty cake from the Director of Rooms as a compliment of our wedding anniversary, very considerate !  Next morning, we went to swim at the indoor swimming pool, it is big and nicely equipped and the service was good too !  All in all it was an awesome stay, recommend !']",40,hong kong31 contributions11 helpful votes
19979,"[""I went to Macau for 1 day after a trip to Hong Kong and was very disappointed and wished I could have turned back and stayed in Hong Kong for 1 more day. Macau is huge, hard to get around, especially in rainy, humid weather and the casinos smelled strongly of cigarette smoke. The Venecian is a huge resort and was a beautiful place to shop and explore but the rooms were disappointing. Our room was the cheapest of them all but it was still a GRAND room. I liked the spacious living areas and the bathroom was huge but everything just seemed run down and old. While it was all cleaned well, it just all felt a little musty and overused to me and was not the modern resort I would have preferred. If you're after a grand hotel, its great, but if you're after a nice, clean and modern hotel"", '_']",30,Brisbane6 contributions2 helpful votes
2680,"[""My first stay worth four season. I am sold. Room was excellent. It was huge... The premier room i think. It has two toilets, two wardrobes and two TVs (one at the bathtub). Bathroom huge... two door entrance with double sink, Bathtub and separate standing shower. Staff were great. Swimming pool amazing.. i counted 4 pools. Sadly i didn't have time to use it. But will come back!""]",50,"Singapore, Singapore38 contributions15 helpful votes"
12409,"[""I've stayed in many hotels that had various odors. But never one that affected me this much.   PROS - high ceiling of rooms (about 2 feet higher than typical) - great water pressure in shower - view of wide river near port   CONS - Our room facing the river had a strong mildewy odor.  Like when humidity rots deep in the carpet.  Tried for 30 min to get used to the smell but couldn't.  Requested change of room.  Second room away from river didn't have that odor.  But I couldn't shake the odor for the rest of my 2-night stay, as I wondered what else in the hotel could be neglected.  - Heavy nauseating perfume in lobby.   Tries to be glitzy.  But feels tired or fake.    This Sofitel is much worse than the Sofitel in Washington DC.""]",20,"Chicago, Illinois38 contributions23 helpful votes"
11859,"['Went to Rendevous for drinks, drinks were great. And Hnin and her team took very good care of us. Also had a dinner at Mistral on my last day, staffs are really friendly.  And the staffs Maria, Crisel & Jim, service was nice! Thank you, definitely will come back again !']",50,3 contributions
11259,['the family room is good but the tower is a bit too small. it is free to go up in summer then it is ok otherwise not worth to pay and go up. also the Aqua world is also very gun for the kid to play and not too crowded but again it will be better to be free for in house guest'],50,Dubai3 contributions2 helpful votes
5507,['We had an excellent and unforgettable stay at Sheraton Grand in Macau because of the outstanding customer service at the front desk agent- ERIKA MALLARI. She started our day by being so helpful from checking-in and getting the room that we want for our mother who is on a wheelchair. She gave us the details and information not just ablout  the hotel but the Cotai area as well. Her smile and sweetness  made my day better after a bad experience on the taxi driver.'],40,"Hercules, California1 contribution"
14948,"['Great Hotel!! Eiffel tower view was amazing. Fun zone was real fun. Food also was fantastic. (I visited Bi ying, Spotlight, Pearl Dragon, dai Pai dong,..) I Absolutely recommend Studio City hotel!!!!!']",50,"Seoul, South Korea1 contribution"
16222,"['We booked the Premio Bella Suite. Overall the room is good,  we got  the 2 double beds and with a large sofa.  The room is clean, we love the interior , bathroom has a vanity console table  and a separate bathtub and toilet.   We stayed at the Parisian Hotel for two nights and transferred to The Venetian on our third day in Macau. The two hotels are just 5 to 10 minutes away, we just walked tru the connecting hallway going to the Venetian. There is a shortcut way but must pass tru a casino. Not advisable if you have children 21 years below, the guard wont let minors go in /pass tru.   Upon check in the line was so long. It was terrible. While my family are waiting for me,  there was no place where they can sit or wait, so they are just standing at the lobby. The whole lobby was', '_']",30,"Kuala Lumpur, Malaysia60 contributions6 helpful votes"
3309,"['_¥ä____2_______¶ç_·æ_____, _±å_ä½___»å·²ç¶_______¸¸è¦___¦®, é¦__è¦__è¬9/7__¹«____CHECK -INç¨___£ä_å¥³å_äº, ___å¥¹å¹«____è²_PGRADE___¿ã  ä¸è¸_²æ__,___å¤,__å»³æ_å¤§æ__¼ç_ç«_____ç­__,_³ä__°çä¸æ¬¡å_ä½____º¼å¥½ç_é«_____è±¡ã  _¦å_½å_é«__10/7_¶å¤©__EZZA9__, ____åº§å_MAGGIEä»_´°ä»_´¹__é¤__,ä»¤æ___ä¸æ¬¡å_ä¾___°å________¦ª_,è¬__MAGGIE!  __é¤________²å_ç¾__, æ¨___¡å·¥______å¸_å¾__ç¦,äº¦å____è¬____r.Harshal More , ä»_¸»_______å¤©å_æº_____å°__ç³_____å¸!  Thank you Mr.Harshal More ,thanks for your service! very nice!  _¦åHSKP____¨æ_å±¤ä_å¾__ç¦,ä¸»å_____,è¬__!  ___________¥é_å¾_____å¿,_______¦ä_è²´é_åº__ä½_____©éçµ¦æ___,____æ¬¡å_æ¾³é_ä¸å®_è¦___è²´é_åº! å¸__ä½___ä¿_____°´æº!__²¹!!']",50,"Hong Kong, China15 contributions"
8909,['It seemed like a Vegas-like huge hotel which is attached to two other hotels. The rooms were big and comfortable. The location was excellent as the Venetian and its shopping center are right opposite. Not as exciting as some of the other nearby hotels but was a pleasant stay nonetheless. '],50,"Hyderabad, India11 contributions14 helpful votes"
6997,"[""Celebrated Christmas at Sheraton. The new rooms was exceptionally spacious. Loved the bathroom space too. My room view was overlooking the Venetian. Comfy beds with silk duvet covers. I had a lovely 2 nights stay here. There's many shopping outlets here connecting to the Venetian. It's massive! And sales going on at 50% during the Christmas. There's also free shuttle busses to get to town and free pick up/drop-off to and flo from the airport/ferry port. Concierge staffs are friendly and helpful. ""]",40,198 contributions40 helpful votes
11035,"['The hotel designs, amenities, decorations and cleanliness are very good but what impress us is the friendliness and attentiveness of the staff. Sara in front desk in particular, took care of almost every single details of our visit, from travel arrangements to room check in to even our personal needs. She made our trip a hassle free, pleasant and enjoyable one. Facilities may make you feel nice but only human can make you feel warm. We are so happy we stayed at Parisian Macau that my friends had a chance to experienced it. It will certainly be a memory that will last a lifetime. Thumbs up!!!  ']",50,4 contributions1 helpful vote
3298,"['Grand Hyatts around the world are best known for its elegant luxury but unfortunately the Grand Hyatt Macau is not one of them.  I took a Grand Deluxe Suite, which was the second suite I had taken at the GH within a month _ the previous one being a Grand Suite King - so I would write this review based on the Grand Deluxe Suite.  The Grand Deluxe suite had a grand sounding name but at about 700 sq.ft. it was one of the smaller __uites_ I have stayed in. I could accept that - the GH HK has suites of 650 sq.ft. as well. But in terms of amenities it certainly did not live up to the name __rand_.  Check in was disappointing. It was a large hotel - officially with 791 rooms & suites -  and in early July on a weekday before the school holidays I somehow find it difficult to believe', '_']",20,"Chuo, Japan478 contributions58 helpful votes"
8242,"[""Made the reservation through the website as I just enrolled as a SPG member and wanted to celebrate an  anniversary with my wife. Typically we go with Marriott as I am a Gold member but their hotel in Macao is not due to open for another year or two so we wanted to give Sheraton a try.  The excellent and attentive service started before my arrival as 'Sandy Tang' from Guest Relations emailed me to confirm my booking. Despite the long lines at check in on the day we were able to check in immediately at the SPG counter. Obviously, news of our anniversary was noted as we were upgraded with a suite room and late checkout! Then, Sandy and the Assistant Floor Manager 'Suken' personally came to welcome us and congratulate us. That was one welcome we did not expect.  Much has been"", '_']",50,"Hong Kong, China419 contributions118 helpful votes"
19739,"[""This veteran hotel is okey, cleanliness are standard and it is close to the road which you can take taxi or bus for 10yuan so very cheap, i choose this because of the location not noisy and quite, staff are attentive and giving effort to understand since I didn't speak chinese. Thanks to cebuexclusiveholiday all info was correct. Bathroom are clean, it has a cigarette smells but still ok i can carry on and the breakfast was free because it was month of May off season. Try it""]",40,"Bohol Island, Philippines18 contributions20 helpful votes"
11664,"['I will certainly recommend this mistral restaurant to my friends, colleague and family for the excellent and outstanding service. When I had lunch there with my new friends - Maria who was very accomodating and cheerful when she took our reservation, her colleagues - Lino, lucas, Gladys and Armida who were also very attentive. Always following us up to ensure we had a great time and our needs were taken care of as well to other customers. Food were also very delicious- compliments to the chef..and the ambiance is great as well as the cleanliness.']",50,5 contributions
4036,"[""We stayed for one night over the busy Easter weekend.  The room was clean and prepared properly.  The staff were able to take care of a few little concerns promptly and correctly.  The exercise room and pool are top line.  The breakfast was outstanding.  Absolutely no complaints.  The Shuttle vans worked great.  We were dropped off at the front door on arrival.  Walked to the shuttle to get back to the Macau ferry.  Again no problems.  Wouldn't change a thing.  We think it is a less hectic place than the Venetian with all the amenities.""]",50,Living in Hong Kong1 contribution1 helpful vote
6137,"['We arrived at the Hotel past Midnight, we expect that the lobby is empty considering its wee hours but not long queue in the lobby for the check-in. But it surprises us that in a matter of 5minutes, we have already accommodated and sent to our hotel room. The room is quite small but it is super clean. The viewing is stunning since it is facing The Venetian Hotel.']",40,"Metro Manila, Philippines9 contributions6 helpful votes"
10129,"[""Great new 5 ***** modern hotel in Macau.  The room we reserved was only a Deluxe room but we had an amazing view on level 25 facing Galaxy and the pool. This included breakfast at Urban Kitchen in the morning from 7:30am - 10:30am which is very handy for those that don't like to think about what to eat for breakfast. Overall the hotel felt very clean from the min you walk into the hotel lobby and has a very nice resort feeling unlike the other bigger chain hotels which have the casinos inside. It was still busy but less chaotic like a market compared to (eg The Venetian). The King bed was extremely comfortable also and all amenities were pleasant as well as feeling quite spacious of 40+ sqm. I'm not a great swimmer but still made my way down the Grand Resort Pool (usually"", '_']",50,"Melbourne, Australia7 contributions2 helpful votes"
10685,"['The Parisian Hotel decor is very nice. Brings one back to the lovely European architecture which we saw in Florence. But rather disappointed with the small rooms...and the pricey foods.  But a good experience to see all the lovely decor of each of the hotels, all interlinked...']",40,1 contribution
15900,"['We stayed in this hotel over the very cold week-end this year. we heard a lot of negative comments, however, we thought we were so lucky not to experienced any of those (maybe the management of the hotel has already make improvements) The hotel has just opened for 2 months and rooms are comfortable and spacious. we enjoyed the ride with the ""8"" reel and not to mention the batman show. The restaurant provides excellent breakfast buffet too. All the staffs are very friendly and attentive. The only concern is the type of guests you may meet during your stay.']",40,"Hong Kong, China463 contributions205 helpful votes"
18764,['Really cool hotel the size of 56 Football fields. Huge and difficult to navigate around.  Easy to get lost.  However recently They launch a interactive 3D Version of the hotel .  http://www.3rdplanet.com/VenetianMacao.html  Really helps in understanding what they had to offer from a overview perspective.'],50,Singapore3 contributions2 helpful votes
21100,"['The best hotel we have ever stayed at..really huge,you do not need to move out. The canal and lighting was amazing..5 swimming pools..full shopping arcade and food court.Breakfast at Fogo Samba-fabulous.']",50,chennai92 contributions34 helpful votes
9272,"[""Hotel rooms were spotlessly clean, staff were extremely helpful and friendly. Even the higher management staff could be seen interacting and helping out customers. Facilities in the hotel were  exceptional, albeit the casino was rather smokey but i guess that's the norm in Macao. Overall, it was a very good stay.""]",50,"Perth, Australia1 contribution"
16428,['Beautiful and nice hotel but the front desk person was not friendly when I made check in. The room  was big and clean. The bed was very comfortable and I had very good sleeps for two nights. The only drawback for the room facility was water pressure was pretty low for the shower.   '],30,"Yancheng, Kaohsiung1 contribution"
12778,"['We were allotted to a 14th floor non-smoking double room on our check-in.  It was alright,; but with twin beds.  But somehow we could smelled a smoker might have been staying there the night before.  So we requested for a change of room for the rest of our stay. The next day, the service desk did change for us another room with a king-size bed, but also so much of a panoramic city view.  When I returned the room keys to the front desk, I forgot to take along with me the new set of room key.  The lobby manageress was very attentive, kind and helpful to see that I went up to the floor of my room right away. The hotel is well equipped, and within 10 minutes walking distance to tourist must-see attraction - ruins of St Paul and surroundings.  We could even sighted the ruins of St', '_']",40,"Bali, Indonesia11 contributions2 helpful votes"
9789,"['I had stayed a night with my girlfriend during our birthday in October 2017. From checking in to checking out, every staffs showed their passion of work to us. I would like to give my compliments to SooMin, who did the checked-in for us. She arranged a birthday surprise for us during our stay, with a delicious birthday cake and a bottle of red wine. She deserved a compliment for sure. We were enjoying so much.   Moreover, the buffet restaurant ____½å_ is definitely one of the best buffet restaurant in Macau, with wonderful service and various of selections. J.W Marriott Macau, we will be back again for sure. (:']",50,2 contributions
13579,['the service from front office and restaurant was superb and had really awsome experience. outdoor pool was also great. best value for the money.  the afternoon tea box that we had was real delcious and well designed. breakfast buffet was normal. only cons was no near ammenties around the hotel and the historic site was bit far to walk to.     '],40,"Seoul, South Korea1 contribution"
21382,"[""Traveling with my son to Asia, he booked a room for us in the Venetian Macau.  It was a huge casino, hotel, upscale shopping center. Rooms were expensive as was the food.  Vegas prices for a place where the hired help get little pay and long hours seemed ridiculously high, but I guess the hotel wants to focus on high rollers who are used to paying these prices. Entertainment was few and far between. The room was great. The casino was huge.  The architecture of the building was impressive.  The gondoliers in the ersatz canals were westerners signing Italian arias.  If you like to gamble and are in Hong Kong, it's a great place to go.""]",50,Northern Virginia150 contributions106 helpful votes
10528,"['I stayed at this hotel one week after it was opened, and it was one of the worst experiences I have experienced. It was not one isolated incident, nor one incident of a magnitude that would warrant a single star on a stand alone basis, rather in aggregate the issues, and more specifically the handling of relatively small issues was my issue.  After I sent a note and wrote a response on trip advisor, the general manager contacted me. We discussed at length on the phone some of the issues and I did get the feeling this was not pampering, rather was sincer in addressing and despite the hotel only being open a week, was very upset at how the issues were handled.  Last weekend we decided to return to the hotel to give another shot, and we were amazed. The breakfast was still one of', '_']",50,NY16 contributions17 helpful votes
20477,"[""Stayed here in Nov.2011. It's just a top hotel. Big rooms, 42inch TFT and a large bathroom. The room has 2 sections. The lower end has a small living room and another one has the comfortable beds. Everything is clean. Just before the lifts u have a guard that checks the entrance. 2nd floor has a shopping mall and the venetian gondol boat. The buffet and restaurants r very good. 5 star all the way.""]",50,"Amsterdam, The Netherlands117 contributions19 helpful votes"
1205,"[""Super clean room, spacious and welcoming. Lots of amenities, including the purple bathrobe, slippers, and complimentary shoeshine. However, it was the incredible staff who really make this a fantastic hotel. The front desk people- Ms. Queenie, Mr. Cliff F, Mr. Pedro- all personable, helpful, friendly. They truly love working with people- and it shows! I'd love to see Grea again some day!""]",50,WI65 contributions55 helpful votes
3618,"[""We stayed at Grand Hyatt Macau between 4 Aug and 7 Aug 2015 as 2 families of 3 (2 rooms). We were upgraded to suites, and the rooms were very spacious, clean, and comfortable. Both rooms were set up with a portacot for the babies, and came with a complimentary set of Mustela products for the babies. The bathroom had a freestanding bathtub in the middle, and a shower and rain shower in front of it, which was a bit tricky because the marble floors stayed wet for quite a while after a shower. The sliding doors between the room and the bathroom stuck easily, and it took a bit of force to get them working again. Bathing the baby was a bit tricky as the sink was a semi sphere and the draining mechanism triggered each time the baby wriggled. I didn't ask if there were alternative"", '_']",50,"Melbourne, Australia25 contributions23 helpful votes"
20558,"['You will not believe your eyes once they get a glance at the interior of this hotel. The paintings on the ceiling depict angels upon clouds, majestic and regal. Judging by the name, I found it unsurprising that there was a Venetian-style channel flowing through the center of the hotel, Such a thing is to be expected. Yet the sheer difficulty of the task must have been a massive undertaking to the architects, however, surely enough the end result is a truly marvelous centerpiece. The gambling floor is truly packed with tables and slots, overseen by experienced, kind, tempered employees. The only downside it the cost, which believe me, is substantial.']",40,"Phuket, Thailand3 contributions"
6287,['We visited this hotel with our family and other families.   The hotel is nice and clean though it is a very busy place due to the size of it. It is massive. HUGE.   The pools are good though probably not the best for young children but the poolside service is great.   The rooms are quite good. We stayed in a family room. The kids side is naturally more worn out then the parents side but they are in great condition.   The bars are ok and the buffet breakfast is pretty good.   Steer clear of the gaming hall if you are not much of a gambler. Nothing to really see there.   The Kung Fu Panda activity is good for the kids too. '],40,"Hong Kong, China68 contributions11 helpful votes"
16021,['Amazing  and huge Hotel  Like Las Vegas in USA  The view was stunning and can see other hotels  nearby like Parisian and Sheraton  The breakfast was rich and delicious  I was very satisfied about the cleaning  And the staff'],50,31 contributions3 helpful votes
4843,"['This hotel is a excellent location to go travel in cotai area. Every staffs have services mind. I met many members of Sheraton guest service ambassador waiting to help hotel guest. Also, they help me and explain how to HongKong by bus. I really appreciated many good experiences from this hotel.  Recommend , This is excellent hotel nice and clean. The best choice to stay in Macau. ______']",50,1 contribution
5249,"['We were in Macau for the Jacky Cheong concert. As always we stayed at Sheraton but unfortunately could not reserve a Club Room as they were fully booked. Fortunately, upon checking in at Level 4 for Club members, we were upgraded to a Club room. Many thanks to Eduado and Kate. The breakfast n predinner cocktail at the club lounge is always yummy with great selection and quality meals. Service at the lounge was excellent as always. Many thanks to Gigi, Ronald, Jamie and the team. We always feel at home at Sheraton with the excellent staff. Keep up the great work.']",50,kuala lumpur647 contributions182 helpful votes
6706,"['Stayed with Sheraton for couple of days, everything was exellent!! Special thanls to the team and especially to Peter for wonderfull assistance and help. Strongly recomending!! __ÐµÐ½_ _Ð¾_Ð¾_Ð¾, _ÐµÐºÐ¾Ð¼ÐµÐ½Ð´__!']",50,1 contribution
11587,"['I have been to about 6 different hotels in Macao including today, the Parisian Hotel and by far this is the Worst hotel of all!! Long wait time to get intouch with a live person and to top that the key deactivates for no reason and when you need to reactivate it you have to go back down to a very busy and unorganized front desk. 70% of the staff does not speak english! Very disappointing hotel. If I were to visit Macao I would really go for Sheraton Macao where people and service is great!!']",10,3 contributions1 helpful vote
20368,"['Huge and big Rooms. we stayed in Cotai view Bella suite, which is in two level. The towels and toiletries are of inferior quality. The towels are worn out and are not of quality to use. Same goes for the bath robe. they are in pathetic state. Its a colossal and gigantic hotel, with lots of shopping arcades, cafes, restaurants, and the biggest & best casino in macau. You will definitely get lost atleast more than once during your stay, We got lost twice in 24Hrs. Its in Taipa Island, you can take a evening stroll in the famous Cotai Strip and enjoy the views( My personal advice is to stay in Macau main Island )If this Hotel is Huge then GALAXY next Door is mountainous, astronomical and giant of a Hotel and deinitely more breathtaking.  The work on the Ceilings in Venetian is a', '_']",30,"Guwahati, India292 contributions58 helpful votes"
15078,"[""There is 2 tower : I stay in celebrity tower with Eiffel tower view. But be treat as 3 star hotel. In 20C degree the celebrity guest can't access the warm pool. Nothing note before booking. No sauna and stream in gym. If you stay with kids, I suggest wynn or Parisian. With no kid #sofitel only. ###remark only star tower. If you don't wanna be treat as lower.""]",10,"Chaweng, Thailand4 contributions"
6721,['travelling with family end of May 2016. First time stayed at the Sheraton. Nice and huge rooms. Check in and check out was fast. The staff and housekeeping are very courteous. Overall a very pleasant and comfortable stay.'],50,7 contributions1 helpful vote
17347,['This was a very Nice and beautiful hotel. 3 nights were enough.. The are a lot of People in The shopping area... The only problem was that you can online pay With credicard in The big and expensive butiques. Paying food or drinks With credicard was not posible anywere.'],40,"Bagsvaerd, Denmark23 contributions5 helpful votes"
17868,"[""This hotel is massive and there is a bit of a walk, even from just the reception to the lifts that bring you to the room. It can be a little overwhelming when you first step into the hotel but staff are ready to point you in the right direction. Have to walk through casino to get to the hotel suites from the Main Lobby.  The rooms are huge. Two queen sized beds which were very very comfortable. I found the pillows a bit too soft and fluffy and gets flat through the night. Overall, I love the room.  Reception staff was great. Was in Macau for a business trip and extended for an additional night. Allan, the service staff at reception was kind enough to allow an upgrade so that I didn't have to check out and check in again for the extended night. Check out is also later, at 2pm, if"", '_']",40,"Singapore, Singapore37 contributions23 helpful votes"
7717,"['Very good, vast hotel with casino and high quality shopping adjacent. Well appointed room. Good breakfast and gym facility and helpful staff. Easy walk to the Venetian and close to Cotai water ferry terminal.']",40,"Melbourne, Australia33 contributions18 helpful votes"
9246,"[""We'd been staying in Sheraton Hotel twice since their grand opening in Macao, we love the environment & atmosphere around Hotels, the room is new, comfortable & cozy, no matter it's front desk reception, operator, concierge or house keeping, they provide excellent service to guests.  The location is convenient to every spots.  We certainly will visit again during our next visits.  The only suggestion to Hotel is to feature free WIFI inside room, so that Guests are need not to go downstairs in late night.""]",40,"Hong Kong, China17 contributions2 helpful votes"
6319,['Very nice rooms. Nice casino. Internally connected with all other hotels. Only complaint as an indian was no Indian restaurant. Which is there in Venetian.  But other than that. full marks. Good service as well.'],50,"Mumbai, India128 contributions98 helpful votes"
11115,['we are celebrating our anniversary with our baby boy. the hotel is so caring to arrange gifts and baby utilities for our stay. i appreciate the care provided. tickets to the eiffel tower are given. the lover bridge and the tower are lovely. we enjoyed the lunch buffet at Le buffet. there are a wide range of food provided. the quality is not bad.'],40,"Hong Kong, China3 contributions"
17478,"['THE GRNDEUR OF VENICE, VENETIAN MACAU  The hotel is no less than a __ini city_, with striking structure that stands out. The Venetian Macau is the must do experience if you are heading to Macau! Not only because it has world__ biggest casino but it boasts a resort and is the ultimate luxury experience _ with the theme _ Venice which gives you a feel as if you have been transported to Venice. It is not only a hotel which offers luxury suits, but also complete shopping, entertainment and dining.  ï¿  THE ROYAL ,VENETIAN MACAU  ï¿  GRAND LOBBY AT VENETIAN  Three years back I had visited Venetian Macau, to experience a leisure stay. I was amazed to enter this massive edifice, the entrance and the lobby was grand indeed with the majestic art work in ivory carving, contemporary', '_']",50,24 contributions11 helpful votes
4672,"['Went here on 26th July, 2019and had an amazing experience by the front desk agent name Hilda, who really takes all kind of care of us while staying and gave us a wonderful room feat beautiful view.  I__l say choosing Sheraton Macau is one of the best decisions I__e made for the trip, and definitely will choose Sheraton for my next trip. Thank you again Hilda for making our trip fabulous!!  Xoxo, Julie']",50,1 contribution
17763,"['An experience one must have. Casino, good food, shows, luxury living is why people visit Macao. Once you check in there is no need to move out of the hotel. A complete city with good shopping plaza but quite expensive so avoid shopping. Food is very good and there are plenty of options.  Hotel staff is couteous and you get lot of coupons to indulge in various activities in the hotel.']",50,"Gurugram (Gurgaon), India72 contributions12 helpful votes"
